,user,enrolled
8033,214819,1
35466,16005,1
3343,195048,0
38550,120999,0
12391,17406,1
4157,353923,1
18572,211309,1
39233,243084,0
28686,37993,1
10219,244746,1
30971,17773,1
5631,71321,0
47064,162433,1
22575,210654,1
45385,147027,1
20938,94474,1
10385,349072,1
49559,363132,1
33224,73879,1
23711,336776,1
32883,83069,1
980,146051,1
38030,360936,1
13809,142397,0
16436,309040,1
15839,96979,0
6756,80486,0
40216,102155,0
5975,357123,1
23723,22890,1
45169,306902,1
9113,246385,1
24466,136082,0
17918,210614,0
38005,204917,1
25512,208148,1
13321,28590,1
37824,350467,1
28367,209011,0
24437,337869,1
25891,284117,0
16408,11851,1
27812,277935,0
1604,72792,0
2581,70825,1
4955,339956,1
6079,3354,0
19657,161671,1
41355,151964,1
36536,315038,1
27432,156489,1
9312,269061,1
7927,343459,0
39539,363826,0
47262,349870,1
20221,351570,0
21127,102564,1
38196,239883,1
12666,149451,0
41236,133962,1
12723,4147,1
26774,18447,0
48386,253427,1
25598,14948,0
33433,350400,0
33523,277857,1
44867,300930,0
15786,207323,0
19348,114429,0
22705,342838,1
27593,342779,0
45629,223244,1
36677,121580,0
46331,96460,1
20999,371276,1
22211,33365,0
1466,55064,0
38545,80313,0
12235,315633,1
35134,41071,1
44473,254661,1
32933,284516,1
17173,255627,0
43696,58398,1
25889,321637,1
36519,178271,1
34916,61571,0
8396,331255,1
42943,355295,0
30722,24611,1
1858,272454,0
10338,176886,1
32568,271827,0
16505,319985,1
19815,343645,0
18064,339176,1
47884,181970,0
3535,156219,0
40729,367098,1
24604,22163,0
23325,178478,1
27433,305063,0
36227,319730,0
46251,43636,1
16550,356963,0
8580,302032,1
20158,222143,1
27818,267649,0
38613,291021,1
25557,227156,0
27051,182585,1
10877,358767,1
46958,70349,0
18544,297681,0
26649,342246,1
3215,116577,0
21966,52461,0
8807,203072,1
2151,73878,1
11247,195406,1
3006,113381,0
2012,40811,0
19387,225631,1
37849,261727,1
40527,267680,1
45923,291034,1
43415,325346,0
31005,65510,0
31293,137859,0
20285,348473,0
19726,153650,1
36662,180305,0
41161,201760,1
11248,158602,1
26491,20219,0
32673,177711,1
8411,85884,1
26427,149119,1
7325,363677,1
45514,174740,0
19993,121031,1
8846,189637,1
45696,251296,1
6834,222782,0
3624,165814,1
12033,347216,1
12265,34011,1
49947,234264,1
17292,54650,1
7750,320126,1
41127,122051,1
3623,344942,1
49960,44480,1
27152,40836,0
11152,223321,0
25413,365731,1
15702,36715,0
27101,244573,1
10683,223723,0
14431,203702,1
47342,292358,0
2378,312650,1
4912,225612,1
7428,79249,1
37605,272660,1
28421,241426,1
23903,373141,0
13327,87694,0
31684,215327,1
2871,141237,0
29653,180410,0
1994,150371,0
44699,353626,1
47157,282228,1
43629,257526,1
13389,1012,1
28064,210761,0
14874,240291,0
28050,75210,1
18071,276035,1
42405,290988,0
34696,159427,0
995,163067,1
16751,151470,1
5788,311093,1
16424,167068,1
5579,324175,0
3890,251485,1
42363,198416,1
21453,256297,1
10540,160161,0
47786,66256,1
19383,67807,0
25971,130119,0
44627,167358,0
35245,161751,1
49896,30534,0
30432,35957,0
27191,19511,0
7556,345357,1
15353,45898,1
7343,139899,0
49284,258002,0
14181,197936,1
36683,233466,0
46664,104279,1
30368,130505,1
28882,166964,0
5265,15002,1
29995,26057,0
1518,120710,0
46506,71035,0
5637,285633,0
29708,36931,1
18327,367176,1
22829,294248,0
18357,166020,1
31587,229413,0
49015,14621,1
31037,316501,1
43686,301150,0
3593,221138,0
20617,300461,1
16115,179949,1
5956,128885,1
18405,295802,1
43730,217048,1
41431,255591,1
23703,240872,0
15531,324321,1
9721,247279,1
45482,41835,1
41017,123137,1
35864,106518,0
36707,26182,1
8352,136617,0
36775,180424,0
38977,362984,1
45401,258027,1
25717,57061,0
43610,111814,1
10516,276557,1
13451,310406,0
20602,211257,0
2608,286342,1
42859,34684,0
11569,68842,0
7576,264261,0
24959,105442,1
27938,221748,1
9346,103536,0
16416,46608,1
44789,54277,1
33771,129654,1
7346,9137,1
44821,134785,1
36025,164749,0
48160,104021,0
6267,304049,1
9457,107015,0
43317,171835,1
5995,260880,1
11565,138067,0
31188,555,0
14197,218335,1
47790,78139,0
6026,140385,1
14425,360893,1
4032,42163,0
34438,199895,1
27257,11912,0
32374,19961,0
9105,273510,1
7290,145213,1
44576,258761,1
40800,49904,1
8224,86475,1
6439,186820,0
24453,196911,0
5499,256167,1
45295,231943,1
49564,62253,0
34308,303433,0
47186,129238,0
43557,118629,1
34186,363478,1
31507,128757,0
5466,348559,1
23079,251318,1
27697,288706,0
2746,353582,1
4407,263453,0
16206,247323,0
34000,237128,1
24755,233914,1
46003,167051,1
45084,110008,0
35240,318102,1
43246,260793,1
25028,276604,0
10976,245920,1
40452,275815,0
7765,223262,0
21165,190328,1
29495,309974,1
27055,348241,1
16226,288733,1
22916,371441,0
14281,83600,1
38882,95085,0
12261,146768,0
15682,306032,0
24670,336496,1
16045,356340,0
39974,15687,0
46206,85030,1
20580,277208,0
5153,288849,1
29803,35346,1
21456,238439,0
31673,58126,1
11338,63196,1
40105,153767,1
41642,186031,0
35780,249243,1
49369,93528,0
46997,351579,1
20526,332688,1
47392,232843,0
7575,234652,1
36618,284790,0
47261,132027,1
19718,270710,1
4760,582,1
20990,308256,1
26292,107153,1
13888,89184,0
25312,256230,1
26558,365017,1
1045,185900,1
39311,320349,1
11557,279774,1
41955,182608,1
32906,165877,1
30292,282195,1
23509,134139,1
30219,279981,1
512,191179,1
47564,41471,0
21992,229093,0
32525,56755,1
44353,202075,1
19364,313475,1
43190,77203,1
49790,224221,0
33472,250928,1
45288,192301,0
12189,183409,1
33517,306967,0
18164,253943,1
17771,77671,1
2100,186850,1
2656,132076,1
23281,346513,1
24866,198587,1
22663,295746,0
12932,337939,1
20628,179474,1
1354,235910,0
20482,373367,1
34342,110633,1
40766,341420,1
2670,297603,0
25135,39430,1
5727,3659,0
21092,256607,1
26475,194773,1
42929,94391,1
31639,280870,1
25032,47665,1
4253,68769,0
10329,21136,1
20163,322841,1
25638,4022,1
10625,221883,1
29320,361962,1
1521,123649,0
45924,189481,1
23688,314817,0
15916,60155,0
25154,87365,1
19782,195331,1
48334,229267,0
22727,264996,0
16352,349039,1
21615,269610,0
21210,348618,1
3358,14886,1
45050,231125,1
49814,33854,0
11346,291472,1
34157,31482,1
7387,196602,1
24469,54412,1
32153,283596,1
16353,335791,1
27569,326781,1
24777,121178,1
3670,315538,1
24780,361139,1
21646,293019,1
33948,28041,1
5480,330805,1
975,70869,1
4199,202111,1
7296,157343,1
20070,82283,0
13358,10196,0
40533,32296,1
25886,114038,0
45842,267637,1
23681,140585,1
1425,297750,1
27427,168930,0
41809,9759,0
7277,92569,1
18945,91849,0
44738,3464,0
15868,355270,1
4289,18349,1
2643,202418,1
22549,274280,1
14155,317543,1
33332,268394,0
25303,79043,0
26027,211051,0
47560,249156,1
539,26700,1
397,212023,0
4885,221040,0
40750,80506,1
1150,296856,1
36242,65678,1
46887,193381,1
48240,115019,0
2502,235641,1
37496,121904,0
44551,210101,1
22441,199851,1
23351,162287,1
28632,40343,1
12790,226950,0
43541,191236,1
47303,233904,0
1339,14542,1
47139,100088,0
42666,179781,0
31821,186664,1
21122,152746,0
34967,316716,1
30523,256219,1
12816,134068,1
47481,172513,1
8688,290791,0
48321,178553,1
3556,372272,1
9468,23415,0
29557,72593,0
47982,259232,0
12439,86479,0
13948,253994,1
4682,183369,1
5148,332177,1
45626,61045,0
5566,190704,0
35502,218771,0
37351,61789,0
22144,79475,1
9725,330993,1
44518,102566,1
17072,317675,0
30301,75375,1
22772,347622,1
6374,87482,0
21026,365004,1
32422,23659,1
9273,112781,1
34326,233088,1
7214,334312,0
19514,119882,0
4457,56515,1
46229,153354,1
49345,162517,0
20714,209100,0
193,356130,1
29670,68262,0
29416,136529,1
47718,192823,1
25301,44214,1
41616,357622,0
11938,44583,1
9454,106577,0
4325,340301,1
27164,12779,1
11762,314608,1
17270,131345,0
6822,252785,1
33492,301825,0
5583,344036,0
34610,348017,1
16238,49605,1
31742,358243,1
27566,128838,1
4425,369118,0
48271,52624,1
11415,212631,1
46188,222521,1
11993,78628,0
47370,281655,0
6625,341779,1
8283,360393,1
47676,275826,1
27707,57329,1
12916,323816,1
10541,79454,0
48990,42837,1
41311,332310,0
16923,293105,0
19217,159525,1
38641,137598,1
48713,308502,0
37383,138230,1
1360,109937,0
32463,57423,0
45108,344857,0
27089,38836,1
41405,231657,1
7344,287340,1
32053,115681,1
17976,64241,1
32083,338958,1
17214,51817,1
33797,89130,1
30360,275820,1
45301,279110,0
7771,8638,1
19176,192445,0
7061,228837,0
14540,24922,1
23432,186200,0
23306,362689,0
19783,287856,0
49293,177026,0
24998,112608,0
38104,228418,0
25401,223052,0
46388,63081,1
38240,129841,0
13796,371862,1
14001,258827,1
24418,54202,1
21583,237939,0
49706,328831,0
28416,231995,1
21511,227296,1
40866,211280,1
35365,156234,1
45367,323213,0
8539,111324,0
526,308856,1
43616,234111,0
25458,308495,1
2577,18103,1
45884,158589,1
19612,310315,0
30812,238481,1
43012,293685,0
30333,195817,1
26182,74815,1
30400,108968,1
26405,79077,0
16847,102448,1
36192,133956,0
20525,287514,0
45018,205562,1
38310,168672,1
40646,216125,1
48503,119527,0
36854,261268,1
47124,282784,1
19969,309937,1
20277,125651,0
28571,52904,0
10376,31840,0
1056,231708,1
31303,212320,1
26959,277267,1
184,100926,0
31261,227412,0
46609,288217,0
24634,47063,1
3603,216543,1
11543,265286,0
5371,225058,1
19077,169175,0
46948,40796,0
35992,96584,1
13249,108110,1
10180,115746,1
40442,64252,0
3685,354547,1
4419,90322,1
9548,111270,0
45949,21493,1
47346,106394,0
16349,23989,0
43965,351173,1
31150,116289,0
44249,268705,0
32934,364730,1
3143,138795,1
5334,102264,1
49516,8162,0
42498,137444,1
47427,77888,0
45818,8191,0
36580,294381,0
8832,234959,1
40157,291867,0
3638,34427,1
1274,106409,0
43028,81436,0
11093,179297,0
3538,78514,1
43552,36701,1
26736,141489,1
21177,317753,0
15624,202241,1
20080,367413,0
33043,183019,1
43853,94314,0
46241,225445,1
47766,102163,1
34746,133838,0
16033,51898,0
6720,248239,1
11261,36736,1
49174,280608,1
22816,354540,1
30291,91363,1
37198,285180,1
21405,48294,1
9437,191145,1
40069,214238,0
6469,142429,0
29342,116814,1
33260,214580,1
25975,61346,1
10276,3159,1
33231,40602,1
41548,190233,1
24727,152688,1
9085,201805,1
48070,164756,1
6019,212628,1
13947,201054,1
18216,262223,0
13860,8296,1
45133,272974,1
26960,164942,1
39627,136913,1
22794,180236,1
10596,61462,0
35487,227863,0
43572,356067,1
15923,134334,1
21495,137945,1
31542,61632,0
18354,350992,0
49787,89776,0
17982,58017,1
46178,128789,1
27855,97989,1
5080,260148,0
46527,8376,0
39236,277487,1
6354,100729,1
28698,53135,1
14132,270959,1
4693,250377,0
20926,316083,1
35900,19745,0
29419,87492,0
3173,159215,1
26410,201220,0
36159,250476,0
32414,256589,0
8186,153494,0
33404,45206,1
49791,189950,1
37069,244432,1
8672,294238,1
27133,95747,0
34469,47781,1
12418,78540,1
16275,107048,1
30367,209040,0
11292,167013,1
42934,226556,1
42412,235516,0
41281,236670,0
10967,132917,1
46679,181355,0
9684,128449,0
13612,293734,1
29390,20288,1
12929,116480,0
39063,184134,1
34419,256740,1
16154,344695,1
36923,76985,1
8934,206903,1
47820,65321,0
10823,89651,1
24956,213456,1
37884,291110,1
31670,198577,0
19114,293504,0
26574,361556,1
47136,249245,0
10005,350199,1
8735,124386,0
18044,168112,1
34119,255154,0
37645,348005,1
41740,121534,0
43563,268548,0
22704,279419,1
29397,35594,1
490,216902,0
43771,356890,1
31462,45599,0
38897,364577,1
25241,243156,1
3891,218938,1
27663,73924,1
43683,370126,1
3202,195855,1
43535,78476,0
12142,359754,1
700,184407,1
23307,35495,0
13883,239921,0
34879,246569,1
14276,58524,1
26530,349663,1
40478,99380,0
41923,305935,1
32487,182943,1
28341,164356,1
4438,71610,0
1295,102581,0
21444,301800,1
49102,93441,0
29893,32961,0
34887,17705,1
31056,285603,0
33245,308728,1
47763,151923,1
33865,64471,1
40910,245868,1
14813,224345,1
2193,338974,0
10982,7443,1
17781,110844,1
16811,83352,1
39100,36597,1
16240,97602,0
4403,328687,1
3912,40591,1
8103,50945,1
39416,317918,1
38945,88192,1
49071,179907,1
29143,241130,1
34933,244693,0
2399,222475,1
19352,310148,1
23609,112225,1
14332,158761,1
11530,163515,1
7836,1948,1
4392,6294,1
10422,213021,1
44226,161399,1
23983,358345,1
1619,190845,1
6175,312597,0
22007,328489,1
43890,52769,0
45297,69393,1
17518,40370,1
13212,72834,0
35986,273594,1
46031,236501,1
39135,39700,1
32890,325435,1
30562,82306,1
16881,210132,0
16344,290447,1
1501,117288,1
39397,359095,0
49742,274972,1
43889,365637,0
15538,195517,0
17327,167362,0
43087,253163,0
26509,205391,1
40097,199163,1
34165,228397,0
26765,120131,1
25190,10320,1
8274,346080,0
32565,293676,1
3716,21388,1
7447,146869,0
11377,337215,1
46942,368228,1
7737,27311,1
40485,301705,1
13289,5067,0
33783,142079,0
48136,116394,0
8939,234872,0
26780,104314,1
18612,45690,0
46816,164790,1
10403,87222,0
7886,112885,1
16495,368638,0
47170,55149,0
15441,129786,1
3773,300522,0
29877,175012,1
32323,278218,0
25972,189563,0
49006,158233,1
29159,299530,1
38250,84040,1
40864,228270,1
25706,86238,1
16920,31414,0
2769,267985,0
22134,50326,1
29052,212986,1
32740,218112,1
36275,338148,1
37909,36844,1
32578,229586,1
32432,121975,1
27083,104586,1
31658,334129,0
28856,276707,0
38819,142653,0
36929,115173,1
3542,202905,1
13183,78179,1
31435,187362,0
41002,116150,1
684,14605,0
10355,371883,0
993,171916,1
23989,120144,0
4453,357296,0
1378,178080,0
40553,210598,1
44580,113822,1
17557,164021,1
48517,42089,1
38085,322994,1
40942,116044,1
18390,367126,1
22928,330321,1
14069,115863,0
9863,83323,1
37735,94685,1
13371,188418,1
12802,30253,1
44186,178578,0
30858,32013,0
26664,249503,0
18195,208731,1
32999,48530,1
46494,184208,1
49666,336351,1
14656,324638,0
21585,224419,0
22058,276427,1
47738,7717,0
24227,268922,1
49300,194617,1
27068,21625,1
17001,286271,1
48908,302136,0
6518,301896,1
21653,70163,0
17418,26464,0
33299,289325,1
24340,230842,0
9747,227076,1
28386,115051,1
15416,360980,0
43168,305327,0
42677,343009,0
34927,283873,0
9739,290805,0
667,12121,0
41748,152972,1
26835,247511,0
28815,125611,0
12605,351181,1
17900,134577,1
37965,231956,1
13550,78874,1
23272,119525,1
37902,194603,1
44247,119974,1
41250,320769,0
36256,294299,0
44689,36355,1
40563,296537,0
40716,261105,1
4674,8942,1
4060,91903,1
24927,118954,1
30110,150662,1
20215,339068,1
11798,66416,0
48027,95269,1
29694,15044,1
7867,59085,1
28329,248892,1
31061,133471,1
6729,178055,0
45237,96147,0
3048,87205,0
18053,161004,1
17251,90029,1
49506,242856,0
27482,334846,0
8578,309055,1
29293,304420,1
23358,272492,1
26495,163235,0
43380,261750,1
12070,37737,1
3044,335118,0
867,337721,1
33836,158698,1
5830,84233,0
27575,83494,1
41949,299677,1
23397,141615,0
20746,371170,1
33241,207940,1
32118,15154,1
19992,145149,0
1057,136188,0
29767,300480,1
1324,292815,0
32850,67580,1
9685,198922,1
1987,156112,1
43561,85201,1
21933,203485,0
46940,118468,0
17098,222784,1
6907,368475,0
22765,230635,0
28039,89889,1
21633,249455,1
22599,36019,1
33059,70017,1
5279,225385,0
38637,295391,0
14881,124191,0
32669,64184,1
10581,57063,0
35081,367165,1
49140,288256,1
2523,169862,1
116,317630,0
32134,361323,1
13276,346215,1
16936,315743,1
45921,239118,0
23146,171413,1
11274,358871,0
36810,250668,1
8620,166487,1
34642,231562,0
11625,264429,1
15297,335865,0
29130,170166,0
12425,189252,1
9853,252781,1
32393,121083,1
41806,103270,1
11712,317113,1
31772,203374,1
17296,337252,1
20330,315793,0
10928,316046,1
47331,154692,1
27209,65131,0
17431,86123,0
31775,23457,0
46655,96474,1
49315,161132,0
14638,278854,0
37911,131118,1
21742,55526,1
33907,122421,1
46291,220513,1
21235,63604,1
35664,226813,1
36492,254151,1
32442,263818,1
14786,91359,1
21121,112969,1
1811,360837,1
29570,215511,1
41195,260003,0
41793,230849,0
30801,285208,1
45584,317284,1
16152,35688,1
5851,232468,1
6539,171923,1
402,90918,1
14386,353062,1
36033,354515,0
29628,120530,1
10903,122701,1
42158,201812,0
3424,239596,1
14219,117509,1
1804,251924,0
23468,207995,0
33129,207314,1
29867,306518,1
25539,350198,1
16927,260848,0
14869,333059,1
45891,291893,0
7102,169969,0
10624,42863,1
612,84713,1
2516,32835,1
27172,163407,1
3594,219769,1
44614,102292,1
48195,315986,1
47901,360959,1
8545,204195,0
31915,317481,0
44992,134751,0
19431,135348,1
18427,292881,1
8599,130645,1
17116,281077,0
28056,146107,1
44090,358966,0
28154,292048,1
11423,205250,1
633,208439,0
38863,8676,1
33501,318623,1
35580,357576,0
28711,359784,1
1417,168318,1
4248,6029,1
49139,149195,0
28617,272764,0
30334,349489,0
35338,278477,1
1633,39226,1
8022,216077,1
33781,148907,1
45478,240703,1
48091,122353,0
17778,137175,1
7803,299869,1
34773,171027,0
34855,106562,1
16395,41969,0
7574,125490,0
16747,74139,0
16839,288827,0
43943,309141,1
25811,33300,0
45416,91178,0
37366,357923,1
16919,122714,1
12851,179755,1
47866,259566,1
33654,155627,0
21034,142527,0
46483,184754,1
40315,43103,1
39803,367107,0
25247,212443,1
6814,69931,1
5452,326970,1
11279,116946,1
1549,192354,1
23863,276214,0
1538,111762,1
15710,313840,0
1040,298163,1
40018,196017,0
35678,57019,0
37164,156055,1
37426,307268,1
19582,226569,1
18537,153358,0
45392,171576,1
37539,360715,1
14430,69939,1
7877,54742,1
1672,96426,1
48198,243983,1
6840,112638,1
13288,21767,1
14784,312890,1
12475,112501,1
28808,190130,1
21958,247326,1
3464,351449,1
12209,208460,1
37233,282806,1
10568,278776,1
32076,149760,1
29233,299309,0
32250,86191,0
31473,219286,1
8127,297198,1
9700,12940,0
20671,33674,1
21873,21883,1
46289,158296,0
25960,189201,1
43074,302815,0
23089,41186,1
14064,172423,1
23361,26140,0
15373,173514,0
49645,318062,0
12489,279959,1
23842,335560,1
35096,66229,1
23836,60993,1
47294,174297,1
12399,326398,1
12204,54489,1
5595,21141,0
46314,12623,1
33283,19419,0
19075,334667,1
31011,187763,1
785,255640,1
7182,144382,1
43985,237639,1
27464,123962,0
18771,264994,0
24062,237187,0
38655,163779,1
34244,281686,1
10116,100060,1
37261,163663,0
44507,329437,1
22889,152707,0
24461,249100,1
21610,255771,0
40013,236481,1
46927,266354,0
12198,232292,0
43205,367474,1
3085,294974,0
9775,20386,1
14843,146901,1
49210,232744,1
11386,84299,0
28634,248382,1
45053,181144,0
8889,159705,1
9390,307730,1
37796,73032,1
28321,338374,1
19158,197851,1
15830,202978,1
16557,77883,1
27877,220481,1
25240,349910,0
8605,6907,0
46181,257135,0
3264,47685,1
36150,193232,1
1783,66598,0
42870,369823,1
28051,107812,1
47032,118204,1
49582,107861,1
5574,64803,1
13804,187047,0
18515,34118,1
25897,54124,0
29016,274065,0
36220,230188,1
23353,22331,1
47768,319312,1
43569,210542,0
13631,189700,0
12981,5802,0
13210,303465,1
14477,5877,1
49419,209502,1
11897,345411,1
45621,291646,0
23145,185562,1
28987,310018,1
19709,143322,0
36406,131286,0
28240,77563,0
3938,60597,0
49844,311020,1
40346,84028,1
11572,64686,0
29012,321904,1
6012,281257,1
9974,349222,0
29899,278667,1
482,314520,1
44224,283694,0
4081,186714,0
28914,339737,1
30361,146496,0
45021,168095,0
29834,282923,1
23845,119969,0
23613,96542,0
46691,54282,0
29654,297765,0
39590,364810,0
43361,221256,1
37416,274231,0
38985,289855,1
34588,185032,1
9874,228942,1
6136,324964,0
25030,197359,0
11970,283039,1
5739,358535,1
15120,263583,0
30091,37915,0
29214,185512,1
22641,299073,0
19233,77252,1
5418,179462,0
24191,164529,0
37373,225296,1
2631,363272,1
49910,366512,1
4084,313227,1
34543,61723,1
11008,124114,0
40918,151445,1
1679,235085,0
24154,133329,1
46761,78461,1
25779,252509,1
29701,42126,1
12548,260074,0
7354,327493,0
28334,20983,1
14723,198955,0
24994,121863,0
2363,64757,1
29092,10156,1
27704,91549,0
26436,140599,0
30247,286666,1
41625,117982,1
359,36761,0
8608,173006,1
20774,364917,0
27610,110634,1
49061,270557,1
47895,198431,0
46109,258064,0
48997,315493,0
41768,80436,1
23614,257618,1
43489,48337,0
13684,36537,1
48285,77101,0
18052,66882,1
17624,243379,1
4966,328651,1
14180,187562,1
37586,88719,1
3778,275677,1
22249,42492,0
21480,258400,1
49944,72923,1
22638,252459,1
18628,29535,1
37222,153864,1
34892,331717,1
30976,181103,1
17547,145641,0
29414,319209,1
28164,282262,0
41673,299962,1
38564,313016,0
35556,135969,0
5686,114023,1
2583,300136,0
47726,229831,0
23933,83589,0
34763,68148,0
33482,57851,1
36369,172666,1
30023,88795,1
21224,293679,0
13664,301442,0
22020,349955,1
16698,79979,1
17362,225719,1
6956,48414,1
34084,39474,0
35278,321796,1
7940,327670,1
6283,96836,1
10113,358076,1
7220,92525,0
47832,136893,1
42653,5752,1
21535,234007,0
6343,122017,1
4127,175156,0
15575,318063,0
14286,161359,1
10794,287387,0
49125,160590,1
32027,111328,1
46719,300199,1
15330,32450,1
26350,308454,1
16507,104512,1
37292,79818,1
10722,100244,0
44661,141823,1
2331,246227,0
46635,154987,1
40801,165001,0
11980,113360,0
21931,151097,1
30200,285216,1
6071,16559,1
16635,355992,0
18975,133521,1
35429,74041,1
49005,287811,1
20318,311095,0
30666,282454,1
7835,316390,1
11622,308436,1
48947,27117,1
26474,339125,1
16508,269085,1
44819,346257,0
3249,284587,0
45751,334595,1
20071,102489,1
46048,202498,1
934,333422,1
21798,284362,1
37235,300598,1
29904,350631,1
31552,37443,1
14880,263629,1
38501,39637,0
16619,119049,0
8465,301346,0
1160,184077,1
11480,368393,1
7834,328472,0
19754,372406,0
1700,77520,1
6274,264269,1
14798,84989,1
24807,140532,0
17235,45725,1
49657,22229,1
22291,112162,0
4991,361299,1
33538,116721,1
46287,61583,0
49552,268531,1
3305,96344,1
8749,321150,1
6081,333728,0
45407,226665,1
36182,348105,0
22192,103274,1
9145,17952,1
5274,278238,1
28128,357205,1
22718,361310,1
20570,190842,1
7538,157756,1
39525,313443,1
21568,307948,0
31074,230747,1
28459,154708,0
43855,201361,1
47079,216307,1
49245,258227,1
26311,6131,1
40111,10383,1
11502,99378,0
22670,352716,0
5235,316338,1
19042,134651,0
42614,225664,0
19288,133425,1
49593,319251,1
7733,148518,1
15579,143974,0
30663,80307,1
48458,49934,0
4104,50364,1
5598,6909,0
17485,360322,1
42954,68399,0
40408,261375,1
41189,129601,1
27924,100610,1
7035,111300,0
30918,274168,1
29315,34517,1
37603,283958,0
43812,184484,0
27521,232153,0
39467,7521,1
47954,28277,1
44378,283895,0
34116,337982,1
18789,15295,1
41925,137839,1
29316,169780,1
16574,185249,1
42237,321545,1
1977,45228,1
36031,161799,0
6587,146342,1
18472,338847,0
48501,198578,1
24129,199858,1
19483,363297,1
9364,106653,0
18810,242617,1
1942,17546,1
42849,118852,0
19746,298094,1
9133,248301,1
12690,254207,0
20032,339238,1
28694,142131,1
5309,57449,1
1133,32907,1
16516,293567,1
19108,4171,0
40407,148708,1
14617,348267,0
22919,45358,1
4613,109235,1
49335,130179,0
19492,83273,0
28766,112521,0
43799,88411,0
47675,38089,0
6166,143187,0
23747,222591,0
42492,72462,0
13842,101361,1
37265,203066,1
16544,64804,0
26824,169861,1
27514,35743,1
7206,28917,1
13338,361580,1
47872,249767,0
26680,159761,1
45427,206536,1
36845,280342,1
49898,153811,0
41946,214185,0
43461,18839,1
17063,18159,1
44365,4281,0
4049,127989,0
46796,274754,1
41324,272335,1
6004,335829,1
41028,102104,0
20292,105406,0
37837,305183,0
4840,158458,0
37015,360725,1
10771,12514,1
39433,38205,1
48901,172087,0
4707,48903,0
4796,360224,0
28014,307005,0
44176,362896,1
35209,81892,1
8777,370605,1
46403,200246,1
45555,265003,1
23417,113919,0
9238,18720,1
7392,219446,1
30605,80552,1
9951,45616,0
29709,205568,1
6230,270970,1
26590,259877,1
12973,340127,0
30013,252357,1
10262,212887,0
40118,271744,1
42229,162664,1
11283,114336,1
31946,302791,1
6408,147481,1
43598,265819,1
31892,252296,0
30913,153182,1
18505,284531,1
21469,257679,1
12652,350726,1
37107,245909,1
5514,297336,1
41656,220547,0
21786,346465,1
49974,205143,1
26126,139588,1
22646,244601,0
21630,12366,1
24532,350756,1
7947,120858,1
15798,50589,1
27005,78091,1
1504,322681,0
2834,353736,0
38413,59537,1
22970,252903,1
41034,210512,0
31724,238383,0
41068,185413,1
44863,292519,1
4145,41312,1
24033,185809,1
1331,41324,0
15041,319433,0
18318,121824,1
15317,291676,0
16379,264977,0
26142,63639,0
14619,233599,1
34474,90168,1
22456,64944,1
16593,318220,0
23853,342780,0
7004,276351,0
30048,17850,1
25446,222448,1
24556,181932,0
1936,103983,0
40201,139004,1
30056,26944,0
42429,301984,0
5292,186691,1
45542,261922,0
20591,238368,1
487,363689,1
23419,296921,1
27660,73887,1
36315,201923,0
22268,259585,1
27874,72305,1
21470,312566,0
39109,61572,0
14329,73408,1
35084,238867,1
31173,258614,0
13857,267349,1
38663,187951,1
47514,62049,1
35030,82804,1
49275,101847,1
14457,155294,1
3332,239385,1
2223,53159,1
28865,2965,1
16575,58730,0
21346,289709,0
41468,198746,1
31237,43577,0
18636,37307,1
20971,314165,0
39410,153160,1
30889,367226,0
35722,70927,0
34049,275471,1
34449,9807,1
37693,190883,0
29304,210627,0
46982,89033,1
10984,14011,1
19134,57458,0
6235,159222,1
37448,142312,1
45020,252391,0
35902,23202,1
45141,45474,0
17652,205913,1
3359,141041,0
39711,120642,1
5149,140608,0
39683,191595,1
46102,30912,1
2094,212313,1
36688,98204,1
47394,19311,0
43571,134011,0
34684,252939,1
19278,136658,1
532,266484,1
13953,225583,0
42161,47807,1
34380,63867,1
40016,359721,0
1916,358694,1
18863,149142,1
18754,7196,0
17795,137798,0
23327,245335,1
5644,362384,0
39804,235703,1
46889,76781,1
12129,147155,1
24261,369864,0
1371,414,1
10849,284407,1
43691,298909,1
33142,137368,1
20511,352310,0
7414,344229,0
42733,293917,0
21283,200291,0
7627,234228,1
25232,128701,0
4240,318992,0
7351,107014,1
49097,352896,1
42743,249211,1
30009,231351,1
8631,89571,1
40328,184972,0
46204,27893,1
12229,251126,0
43417,183597,1
40472,52346,0
12028,9635,1
16631,232071,1
36840,76725,0
26413,314140,1
18412,76108,1
30672,237150,0
1110,331980,1
28191,109116,1
5792,208566,0
33558,228662,1
33000,217080,1
34291,9014,0
13775,64167,1
48794,290659,1
15701,234782,1
26529,359024,0
32114,334279,0
9905,199761,1
36985,181860,1
36106,95412,1
13534,169271,1
40099,214394,0
47803,243144,0
35302,371772,1
49831,64480,1
32266,104781,1
26216,310706,0
35125,193072,0
43558,115026,1
40944,244950,0
37110,186999,1
37984,121415,0
22036,211893,0
31659,18185,0
43398,312692,1
38163,139710,0
10205,316461,0
49310,353747,1
5152,100766,1
1973,99281,1
46674,31957,1
47679,244788,0
13821,176698,1
35968,283864,1
8475,276826,1
35985,347597,0
24278,108824,1
44475,51092,1
1972,237238,1
2204,236261,1
24339,317847,1
37022,192945,0
44105,299600,1
28611,250370,1
31625,312447,1
16769,76844,1
11975,145746,1
46736,226690,1
29213,176065,0
17939,255025,0
29659,47897,1
11992,326535,1
46433,15347,0
46860,211304,0
46283,289716,1
